,STR Number,Hotel Name,Address 1,Address 2,City,State,Country,Postal Code,Rooms,Market,Sub-Market,Open Date,Original Affiliation,Class,Location,Affiliation,Year/Month Affiliated,Telephone,Latitude,Longitude,coordinates,nearBeach,BeachID,distance
413,162915,Old English White Hart Chalfont St Giles,Three Households,,Chalfont St Giles,SEE,United Kingdom,HP8 4LP,11,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,Independent,Economy Class,Small Metro/Town,Old English,202104.0,441494872441.0,51.629047,-0.583364,"(51.629047, -0.583364)","[54064, 4.444095619501908]",54064,4.444095619501908
414,172311,The Ivy House Hotel Beautiful Bedrooms by Fuller’s,London Rd,,Chalfont St Giles,SEE,United Kingdom,HP8 4RS,5,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,176001.0,Beautiful Bedrooms by Fuller’s,Upscale Class,Urban,Beautiful Bedrooms by Fuller’s,176001.0,441494872184.0,51.651581,-0.579683,"(51.651581, -0.579683)","[54064, 2.927159514496057]",54064,2.927159514496057
415,136485,Travelodge Beaconsfield Central Hotel,Aylesbury End,,Beaconsfield,SEE,United Kingdom,HP9 1LW,27,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,Innkeeper's Lodge,Economy Class,Suburban,"Travelodge, UK",202102.0,448715591803.0,51.602668,-0.636809,"(51.602668, -0.636809)","[54064, 6.512614248275461]",54064,6.512614248275461
416,240582,Crazy Bear Beaconsfield,Wycombe End,,Beaconsfield,SEE,United Kingdom,HP9 1LX,45,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,200801.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,200801.0,441494673086.0,51.601828,-0.637864,"(51.601828, -0.637864)","[54064, 6.5811684437569955]",54064,6.5811684437569955
417,163783,ibis budget Beaconsfield,Windsor Rd,Hedgerley Road,Beaconsfield,SEE,United Kingdom,HP9 2SE,105,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,200904.0,Etap,Economy Class,Urban,ibis budget,202007.0,441494680929.0,51.587806,-0.626862,"(51.587806, -0.626862)","[53909, 6.086410858170361]",53909,6.086410858170361
418,114766,Crowne Plaza Gerrards Cross,Oxford Rd,,Beaconsfield,SEE,United Kingdom,HP9 2XE,138,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,193001.0,De Vere Hotels & Resorts,Upscale Class,Suburban,Crowne Plaza,202005.0,441753893891.0,51.595293,-0.597042,"(51.595293, -0.597042)","[53909, 6.525735550133092]",53909,6.525735550133092
419,269340,Premier Inn Buckingham,London Rd,,Buckingham,SEE,United Kingdom,MK18 1AA,82,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,202002.0,Premier Inn,Economy Class,Small Metro/Town,Premier Inn,202007.0,443301281345.0,51.989399,-0.976914,"(51.989399, -0.976914)","[54180, 12.886557320987126]",54180,12.886557320987126
420,261397,Stoneleigh House Boutique Hotel,17 Castle St,,Buckingham,SEE,United Kingdom,MK18 1BP,6,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,201807.0,Independent,Upscale Class,Small Metro/Town,Independent,201807.0,441280823892.0,51.999191,-0.988558,"(51.999191, -0.988558)","[54180, 13.710682603092135]",54180,13.710682603092135
421,126064,Villiers Hotel,Castle St,,Buckingham,SEE,United Kingdom,MK18 1BS,49,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441280822444.0,51.999727,-0.988507,"(51.999727, -0.988507)","[54180, 13.743066168362626]",54180,13.743066168362626
422,126065,Best Western Buckingham Hotel,A421 Ring Rd,,Buckingham,SEE,United Kingdom,MK18 1RY,70,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,Independent,Midscale Class,Suburban,Best Western,200205.0,441280822622.0,51.988697,-0.9867,"(51.988697, -0.9867)","[54180, 13.026144235758313]",54180,13.026144235758313
423,137926,Travelodge Buckingham Hotel,London Rd,,Buckingham,SEE,United Kingdom,MK18 1SH,40,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,200411.0,"Travelodge, UK",Economy Class,Urban,"Travelodge, UK",202012.0,448719846087.0,51.990008,-0.977662,"(51.990008, -0.977662)","[54180, 12.938191537660366]",54180,12.938191537660366
424,240972,Bell Hotel,Market Sq,,Buckingham,SEE,United Kingdom,MK18 3AB,39,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441296714091.0,51.940935,-0.881392,"(51.940935, -0.881392)","[54180, 8.433285497500753]",54180,8.433285497500753
425,241216,Hedsor House,Hedsor Park,Heathfield Road,Maidenhead,SEE,United Kingdom,SL6 0HX,11,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,201501.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,201501.0,441628819050.0,51.565741,-0.686653,"(51.565741, -0.686653)","[53909, 5.731084317638531]",53909,5.731084317638531
426,114774,The Bull,Oxford Rd,,Gerrards Cross,SEE,United Kingdom,SL9 7PA,147,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,De Vere Hotels & Resorts,Upscale Class,Suburban,Independent,202009.0,441753885995.0,51.587009,-0.563782,"(51.587009, -0.563782)","[53909, 6.186880422494619]",53909,6.186880422494619
427,240631,Greyhound Inn,High St,,Gerrards Cross,SEE,United Kingdom,SL9 9RA,12,Buckinghamshire and Oxfordshire,Buckinghamshire Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441753883404.0,51.608046,-0.555904,"(51.608046, -0.555904)","[54064, 6.092445196879426]",54064,6.092445196879426
428,172024,DoubleTree by Hilton Hotel Milton Keynes,Stadium Way W,Stadium Way West,Milton Keynes,SEE,United Kingdom,MK1 1ST,304,Buckinghamshire and Oxfordshire,Milton Keynes Area,200909.0,DoubleTree by Hilton,Upscale Class,Urban,DoubleTree by Hilton,202006.0,448454545045.0,52.009398,-0.734918,"(52.009398, -0.734918)","[54180, 13.9131787208563]",54180,13.9131787208563
429,241108,Old George Inn,41 High St,Stony Stratford,Milton Keynes,SEE,United Kingdom,MK11 1AA,11,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908562181.0,52.056608,-0.852751,"(52.056608, -0.852751)","[54180, 16.3087427111361]",54180,16.3087427111361
430,173580,The Different Drummer Hotel,92 High St,Stony Stratford,Milton Keynes,SEE,United Kingdom,MK11 1AH,19,Buckinghamshire and Oxfordshire,Milton Keynes Area,175301.0,Independent,Upper Midscale Class,Suburban,Independent,175301.0,441908564733.0,52.058247,-0.855152,"(52.058247, -0.855152)","[54180, 16.423462294307107]",54180,16.423462294307107
431,240998,Bull Hotel,64 High St,Stony Stratford,Milton Keynes,SEE,United Kingdom,MK11 1AQ,12,Buckinghamshire and Oxfordshire,Milton Keynes Area,175301.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,175301.0,441908567104.0,52.057309,-0.853343,"(52.057309, -0.853343)","[54180, 16.357482949540167]",54180,16.357482949540167
432,257151,The Roman Rooms Hotel,42 Church St,Wolverton,Milton Keynes,SEE,United Kingdom,MK12 5LJ,10,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908318020.0,52.062439,-0.809742,"(52.062439, -0.809742)","[54180, 16.79147792463245]",54180,16.79147792463245
433,136444,Novotel Milton Keynes,Saxon St,Layburn Court,Milton Keynes,SEE,United Kingdom,MK13 7RA,124,Buckinghamshire and Oxfordshire,Milton Keynes Area,200206.0,Novotel,Upscale Class,Suburban,Novotel,202008.0,441908322212.0,52.052584,-0.770384,"(52.052584, -0.770384)","[54180, 16.370452315355482]",54180,16.370452315355482
434,163166,Ramada Milton Keynes,3 Millfield Gdns,Newport Pagnell,Redhouse Park,SEE,United Kingdom,MK14 5GH,101,Buckinghamshire and Oxfordshire,Milton Keynes Area,195901.0,Days Inn,Midscale Class,Suburban,Ramada,202102.0,441908610878.0,52.083177,-0.75167,"(52.083177, -0.75167)","[54180, 18.605183820807483]",54180,18.605183820807483
435,176502,Church House Hotel,50 Rowsham Dell,Giffard Park,Milton Keynes,SEE,United Kingdom,MK14 5JS,10,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Suburban,Independent,,441908216030.0,52.076912,-0.751495,"(52.076912, -0.751495)","[54180, 18.18503660162571]",54180,18.18503660162571
436,133366,Holiday Inn Express Milton Keynes,Tongwell St,Eastlake Park,Milton Keynes,SEE,United Kingdom,MK15 0YA,192,Buckinghamshire and Oxfordshire,Milton Keynes Area,200102.0,Holiday Inn Express,Upper Midscale Class,Suburban,Holiday Inn Express,202005.0,448719021624.0,52.049101,-0.710719,"(52.049101, -0.710719)","[54180, 16.843102480866815]",54180,16.843102480866815
437,241107,Carrington Arms,2 Cranfield Rd,Moulsoe,Moulsoe,SEE,United Kingdom,MK16 0HB,16,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908218050.0,52.068311,-0.670583,"(52.068311, -0.670583)","[54180, 18.71693451489943]",54180,18.71693451489943
438,111356,Holiday Inn Milton Keynes East M1 Junction 14,London Rd,Newport Pagnell,Newport Pagnell,SEE,United Kingdom,MK16 0JA,53,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Courtyard,Upper Midscale Class,Suburban,Holiday Inn,202005.0,448715101369.0,52.066579,-0.700447,"(52.066579, -0.700447)","[54180, 18.127164445196456]",54180,18.127164445196456
439,152952,Swan Revived Hotel,33 High St,Newport Pagnell,Newport Pagnell,SEE,United Kingdom,MK16 8AR,40,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Urban,Independent,,441908610565.0,52.0869,-0.721259,"(52.0869, -0.721259)","[54180, 19.180648257745496]",54180,19.180648257745496
440,152807,Harben House Hotel,Severn Dr,,Newport Pagnell,SEE,United Kingdom,MK16 9EY,140,Buckinghamshire and Oxfordshire,Milton Keynes Area,,De Vere,Upper Midscale Class,Small Metro/Town,Independent,201609.0,441908215600.0,52.083353,-0.713629,"(52.083353, -0.713629)","[54180, 19.041110630213332]",54180,19.041110630213332
441,241360,White Hart,1 Gun Ln,,Newport Pagnell,SEE,United Kingdom,MK16 9PE,4,Buckinghamshire and Oxfordshire,Milton Keynes Area,175301.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,175301.0,441908611953.0,52.112167,-0.699834,"(52.112167, -0.699834)","[54180, 21.115995463203497]",54180,21.115995463203497
442,240664,Three Horseshoes,10 Main Rd,,Milton Keynes,SEE,United Kingdom,MK17 0JS,6,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441296720296.0,51.948774,-0.780379,"(51.948774, -0.780379)","[54180, 9.319498611980569]",54180,9.319498611980569
443,149861,Horwood House,Mursley Rd,Little Horwood,Milton Keynes,SEE,United Kingdom,MK17 0PH,185,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Hayley Conference Centres,Upper Midscale Class,Small Metro/Town,Independent,202007.0,441296722100.0,51.959143,-0.843444,"(51.959143, -0.843444)","[54180, 9.575408852609293]",54180,9.575408852609293
444,125887,Best Western Moore Place Hotel,West Hill,Aspley Guise,Milton Keynes,SEE,United Kingdom,MK17 8DW,63,Buckinghamshire and Oxfordshire,Milton Keynes Area,180006.0,Independent,Midscale Class,Suburban,Best Western,202007.0,441908282000.0,52.013533,-0.628297,"(52.013533, -0.628297)","[54180, 16.30063177464549]",54180,16.30063177464549
445,237036,The Fir Tree,The Square,,Milton Keynes,SEE,United Kingdom,MK17 8SY,5,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Charles Wells,Economy Class,Small Metro/Town,Charles Wells,,441908582127.0,52.010146,-0.645897,"(52.010146, -0.645897)","[54180, 15.68507658511033]",54180,15.68507658511033
446,237021,Longs Inn,18 Bedford St,,Milton Keynes,SEE,United Kingdom,MK17 9QB,15,Buckinghamshire and Oxfordshire,Milton Keynes Area,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441525290219.0,51.990317,-0.619868,"(51.990317, -0.619868)","[54180, 15.245662891347676]",54180,15.245662891347676
447,240622,Shoulder of Mutton,Calverton,,Milton Keynes,SEE,United Kingdom,MK19 6ED,6,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908562183.0,52.046071,-0.849616,"(52.046071, -0.849616)","[54180, 15.5796901888632]",54180,15.5796901888632
448,138521,MK Hotel,Buckingham Rd,Deanshanger,Milton Keynes,SEE,United Kingdom,MK19 6JU,46,Buckinghamshire and Oxfordshire,Milton Keynes Area,200503.0,Comfort Inn,Upper Midscale Class,Small Metro/Town,Independent,200910.0,441908262925.0,52.043365,-0.885795,"(52.043365, -0.885795)","[54180, 15.474911102100219]",54180,15.474911102100219
449,124153,Campanile Milton Keynes Fenny Stratford,40 Penn Rd,Off Watling Street,Milton Keynes,SEE,United Kingdom,MK2 2AU,78,Buckinghamshire and Oxfordshire,Milton Keynes Area,200401.0,Campanile,Midscale Class,Interstate,Campanile,202007.0,441908649819.0,51.996528,-0.712506,"(51.996528, -0.712506)","[54180, 13.465748869040453]",54180,13.465748869040453
450,241067,Swan Hotel,36 Watling St,Bletchley,Milton Keynes,SEE,United Kingdom,MK2 2BL,11,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908766726.0,51.998678,-0.715838,"(51.998678, -0.715838)","[54180, 13.540072568032022]",54180,13.540072568032022
451,241068,Park Hotel,4 Chandos Pl,Bletchley,Milton Keynes,SEE,United Kingdom,MK2 2SN,12,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908639343.0,51.993762,-0.734985,"(51.993762, -0.734985)","[54180, 12.90485217666028]",54180,12.90485217666028
452,142409,Premier Inn Milton Keynes South West Furzton Lake,Shirwell Cres,,Milton Keynes,SEE,United Kingdom,MK4 1GA,120,Buckinghamshire and Oxfordshire,Milton Keynes Area,199701.0,Premier Inn,Economy Class,Urban,Premier Inn,202007.0,448715278776.0,52.018054,-0.767824,"(52.018054, -0.767824)","[54180, 14.069069851465624]",54180,14.069069851465624
453,271364,The Bull Hotel,9 Market Pl,,Olney,SEE,United Kingdom,MK46 4EA,13,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Charles Wells,Economy Class,Small Metro/Town,Charles Wells,,441234711470.0,52.152882,-0.702224,"(52.152882, -0.702224)","[54180, 23.787510388297285]",54180,23.787510388297285
454,125705,Travelodge Milton Keynes Shenley Church End,Burchard Cres,Shenley,Milton Keynes,SEE,United Kingdom,MK5 6HQ,50,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Toby,Economy Class,Suburban,"Travelodge, UK",202012.0,448715591829.0,52.025104,-0.786243,"(52.025104, -0.786243)","[54180, 14.376842425917753]",54180,14.376842425917753
455,240814,Peartree Lodge,180 Waterside,Peartree Bridge,Milton Keynes,SEE,United Kingdom,MK6 3DF,39,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908661122.0,52.028047,-0.730973,"(52.028047, -0.730973)","[54180, 15.182303081111762]",54180,15.182303081111762
456,152697,Kents Hill Park Hotel Training & Conference Centre,Timbold Dr,Kents Hill Park,Milton Keynes,SEE,United Kingdom,MK7 6BZ,330,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Suburban,Independent,,441908358000.0,52.030188,-0.702537,"(52.030188, -0.702537)","[54180, 15.759351350567137]",54180,15.759351350567137
457,121802,Delta Hotel Milton Keynes,Timbold Dr,Kents Hill Park,Milton Keynes,SEE,United Kingdom,MK7 6HL,138,Buckinghamshire and Oxfordshire,Milton Keynes Area,199406.0,Hilton National,Upscale Class,Suburban,Delta Hotel,202007.0,441908694433.0,52.023778,-0.702022,"(52.023778, -0.702022)","[54180, 15.362403341252335]",54180,15.362403341252335
458,114823,Premier Inn Milton Keynes South,Lakeside Grove,Bletcham Way,Milton Keynes,SEE,United Kingdom,MK7 8HP,61,Buckinghamshire and Oxfordshire,Milton Keynes Area,199201.0,Premier Lodge,Economy Class,Suburban,Premier Inn,202007.0,448715278780.0,52.011353,-0.707808,"(52.011353, -0.707808)","[54180, 14.478572756305338]",54180,14.478572756305338
459,127057,Travelodge Milton Keynes Central Hotel,199 Grafton Gate,,Milton Keynes,SEE,United Kingdom,MK9 1AL,80,Buckinghamshire and Oxfordshire,Milton Keynes Area,199801.0,"Travelodge, UK",Economy Class,Suburban,"Travelodge, UK",199801.0,448719846199.0,52.038435,-0.77137,"(52.038435, -0.77137)","[54180, 15.405532009666501]",54180,15.405532009666501
460,214184,ShortStay Milton Keynes,500 Avebury Blvd,,Milton Keynes,SEE,United Kingdom,MK9 2BE,40,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Upscale Class,Urban,Independent,,441908540636.0,52.03796,-0.758015,"(52.03796, -0.758015)","[54180, 15.504900346253859]",54180,15.504900346253859
461,260241,easyHotel Milton Keynes,118 Saxon Gate West,Norfolk House,Milton Keynes,SEE,United Kingdom,MK9 2DN,124,Buckinghamshire and Oxfordshire,Milton Keynes Area,201906.0,easyHotel,Economy Class,Urban,easyHotel,202007.0,441908978910.0,52.042317,-0.763563,"(52.042317, -0.763563)","[54180, 15.740711304724464]",54180,15.740711304724464
462,141688,Jurys Inn Milton Keynes,308 Midsummer Blvd,,Milton Keynes,SEE,United Kingdom,MK9 2EA,279,Buckinghamshire and Oxfordshire,Milton Keynes Area,200606.0,Jurys Inn,Upper Midscale Class,Urban,Jurys Inn,202007.0,441908843700.0,52.038198,-0.763841,"(52.038198, -0.763841)","[54180, 15.461114438068401]",54180,15.461114438068401
463,241109,City Stay Apartments - The Hub MK,394 Midsummer Blvd,,Milton Keynes,SEE,United Kingdom,MK9 2EA,13,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908664516.0,52.03774,-0.763706,"(52.03774, -0.763706)","[54180, 15.431688670119525]",54180,15.431688670119525
464,241110,City Stay Apartments - Vizion,50 Mortimer Sq,,Milton Keynes,SEE,United Kingdom,MK9 2FB,15,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441908664516.0,52.039437,-0.76065,"(52.039437, -0.76065)","[54180, 15.576440409748264]",54180,15.576440409748264
465,214124,Cotels Vizion Milton Keynes,602 South Fifth St,,Milton Keynes,SEE,United Kingdom,MK9 2FG,44,Buckinghamshire and Oxfordshire,Milton Keynes Area,,Cotels Serviced Apartments,Upscale Class,Urban,Cotels Serviced Apartments,,441908802853.0,52.036522,-0.760781,"(52.036522, -0.760781)","[54180, 15.379657430307198]",54180,15.379657430307198
466,116985,Holiday Inn Milton Keynes Central,500 Saxon Gate,,Milton Keynes,SEE,United Kingdom,MK9 2HQ,166,Buckinghamshire and Oxfordshire,Milton Keynes Area,198601.0,Posthouse,Upper Midscale Class,Urban,Holiday Inn,200110.0,448719429057.0,52.039368,-0.759426,"(52.039368, -0.759426)","[54180, 15.584414650982163]",54180,15.584414650982163
467,242256,City Stay Apartments  - Centro,399 South Row,,Milton Keynes,SEE,United Kingdom,MK9 2PG,13,Buckinghamshire and Oxfordshire,Milton Keynes Area,201601.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,201601.0,441908664516.0,52.036578,-0.759254,"(52.036578, -0.759254)","[54180, 15.3993275791011]",54180,15.3993275791011
468,252370,Cotels Serviced Apartments 7Zero1,701 South Fifth St,,Milton Keynes,SEE,United Kingdom,MK9 2PR,12,Buckinghamshire and Oxfordshire,Milton Keynes Area,201711.0,Cotels Serviced Apartments,Upscale Class,Small Metro/Town,Cotels Serviced Apartments,201711.0,441908465410.0,52.036638,-0.759946,"(52.036638, -0.759946)","[54180, 15.39610147229708]",54180,15.39610147229708
469,234736,Premier Inn Milton Keynes Theatre District,801 Avebury Blvd,,Milton Keynes,SEE,United Kingdom,MK9 3JT,130,Buckinghamshire and Oxfordshire,Milton Keynes Area,201708.0,Premier Inn,Economy Class,Urban,Premier Inn,202006.0,448715278000.0,52.043252,-0.749311,"(52.043252, -0.749311)","[54180, 15.953402499853652]",54180,15.953402499853652
470,139957,Travelodge Milton Keynes @ The Hub Hotel,310 Midsummer Blvd,,Milton Keynes,SEE,United Kingdom,MK92EA,159,Buckinghamshire and Oxfordshire,Milton Keynes Area,200608.0,Ramada,Economy Class,Suburban,"Travelodge, UK",202007.0,448719848484.0,52.038286,-0.763118,"(52.038286, -0.763118)","[54180, 15.474230605615068]",54180,15.474230605615068
471,139316,Malmaison Oxford,3 New Rd,3 New Road,Oxford,SEE,United Kingdom,OX1 1AY,95,Buckinghamshire and Oxfordshire,Oxford Area,200511.0,Malmaison,Upper Upscale Class,Urban,Malmaison,202006.0,441865689944.0,51.751533,-1.262582,"(51.751533, -1.262582)","[54180, 18.336088424731447]",54180,18.336088424731447
472,113472,Royal Oxford Hotel,17 Park End St,,Oxford,SEE,United Kingdom,OX1 1HR,26,Buckinghamshire and Oxfordshire,Oxford Area,193001.0,Jarvis,Upscale Class,Urban,Independent,200406.0,441865248432.0,51.752845,-1.267209,"(51.752845, -1.267209)","[54180, 18.503722680386137]",54180,18.503722680386137
473,241259,Swailes Suites,44 St. Thomas St,,Oxford,SEE,United Kingdom,OX1 1JP,6,Buckinghamshire and Oxfordshire,Oxford Area,201501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,201501.0,441865479379.0,51.751927,-1.267114,"(51.751927, -1.267114)","[54180, 18.51612397510125]",54180,18.51612397510125
474,261282,Courtyard Oxford City Centre,15 Paradise St,,Oxford,SEE,United Kingdom,OX1 1LD,151,Buckinghamshire and Oxfordshire,Oxford Area,201907.0,Courtyard,Upscale Class,Urban,Courtyard,202007.0,441865306900.0,51.751431,-1.264145,"(51.751431, -1.264145)","[54180, 18.402450938783083]",54180,18.402450938783083
475,251834,George Street Hotel,George St,,Oxford,SEE,United Kingdom,OX1 2AB,41,Buckinghamshire and Oxfordshire,Oxford Area,201710.0,Independent,Upper Upscale Class,Urban,Independent,201710.0,441865957800.0,51.753681,-1.259958,"(51.753681, -1.259958)","[54180, 18.189118843622936]",54180,18.189118843622936
476,240828,Bocardo Hotel,24 George St,,Oxford,SEE,United Kingdom,OX1 2AE,10,Buckinghamshire and Oxfordshire,Oxford Area,201201.0,Independent,Luxury Class,Small Metro/Town,Independent,201201.0,441865591234.0,51.75379,-1.260489,"(51.75379, -1.260489)","[54180, 18.209139036885343]",54180,18.209139036885343
477,174408,Eurobar Hotel,48 George St,,Oxford,SEE,United Kingdom,OX1 2AQ,13,Buckinghamshire and Oxfordshire,Oxford Area,,Independent,Upper Midscale Class,Urban,Independent,,441865725087.0,51.753647,-1.262735,"(51.753647, -1.262735)","[54180, 18.304540528733543]",54180,18.304540528733543
478,174418,George Oxford Hotel,29 George St,,Oxford,SEE,United Kingdom,OX1 2AY,14,Buckinghamshire and Oxfordshire,Oxford Area,,Independent,Upper Midscale Class,Urban,Independent,,441865727400.0,51.753488,-1.260374,"(51.753488, -1.260374)","[54180, 18.20974403586719]",54180,18.20974403586719
479,174416,The Buttery Hotel,11 Broad St,,Oxford,SEE,United Kingdom,OX1 3AP,16,Buckinghamshire and Oxfordshire,Oxford Area,200601.0,Independent,Upper Upscale Class,Urban,Independent,200601.0,441865811950.0,51.754057,-1.257592,"(51.754057, -1.257592)","[54180, 18.084637214577945]",54180,18.084637214577945
480,221489,Bath Place Hotel,4 Holywell St,Holywell Street,Oxford,SEE,United Kingdom,OX1 3SA,15,Buckinghamshire and Oxfordshire,Oxford Area,198801.0,Independent,Upscale Class,Urban,Independent,198801.0,441865791812.0,51.754919,-1.253114,"(51.754919, -1.253114)","[54180, 17.884225552492286]",54180,17.884225552492286
481,141024,Old Bank Hotel,92 High St,,Oxford,SEE,United Kingdom,OX1 4BJ,43,Buckinghamshire and Oxfordshire,Oxford Area,199806.0,Independent,Luxury Class,Urban,Independent,202007.0,441865799599.0,51.752327,-1.252969,"(51.752327, -1.252969)","[54180, 17.925010806125375]",54180,17.925010806125375
482,227680,Ethos Hotel Oxford,59 Western Rd,,Oxford,SEE,United Kingdom,OX1 4LF,18,Buckinghamshire and Oxfordshire,Oxford Area,200801.0,Independent,Upper Midscale Class,Urban,Independent,200801.0,441865245800.0,51.744491,-1.258809,"(51.744491, -1.258809)","[54180, 18.315479267932137]",54180,18.315479267932137
483,136046,voco Oxford Spires,Abingdon,,Oxford,SEE,United Kingdom,OX1 4PS,181,Buckinghamshire and Oxfordshire,Oxford Area,199911.0,Four Pillars,Upscale Class,Urban,voco,202103.0,441865324324.0,51.740721,-1.251822,"(51.740721, -1.251822)","[54180, 18.107968696703345]",54180,18.107968696703345
484,174417,The Sportsview Guest House,106 Abingdon Rd,,Oxford,SEE,United Kingdom,OX1 4PX,24,Buckinghamshire and Oxfordshire,Oxford Area,,Independent,Upscale Class,Urban,Independent,,441865244268.0,51.741697,-1.255072,"(51.741697, -1.255072)","[54180, 18.219867699161593]",54180,18.219867699161593
485,241256,Oxford Townhouse,88 Abingdon Rd,,Oxford,SEE,United Kingdom,OX1 4PX,15,Buckinghamshire and Oxfordshire,Oxford Area,,Independent,Upscale Class,Small Metro/Town,Independent,,441865511122.0,51.742202,-1.255363,"(51.742202, -1.255363)","[54180, 18.22124082603548]",54180,18.22124082603548
486,225427,Travelodge Oxford Abingdon Road,3 Abingdon Rd,,Oxford,SEE,United Kingdom,OX1 4XG,83,Buckinghamshire and Oxfordshire,Oxford Area,201601.0,"Travelodge, UK",Economy Class,Urban,"Travelodge, UK",201601.0,448715591877.0,51.731327,-1.249045,"(51.731327, -1.249045)","[54180, 18.206193634374248]",54180,18.206193634374248
487,115567,The Westwood Hotel,Hinksey Hill,Hill Top,Oxford,SEE,United Kingdom,OX1 5BG,20,Buckinghamshire and Oxfordshire,Oxford Area,,Independent,Upper Upscale Class,Suburban,Independent,,441865735408.0,51.720757,-1.268074,"(51.720757, -1.268074)","[54180, 19.22544324346859]",54180,19.22544324346859
488,240831,Said Business School,Egrove Park,,Oxford,SEE,United Kingdom,OX1 5NY,63,Buckinghamshire and Oxfordshire,Oxford Area,199601.0,Independent,Upscale Class,Small Metro/Town,Independent,199601.0,441865288800.0,51.725181,-1.253844,"(51.725181, -1.253844)","[54180, 18.547153615962134]",54180,18.547153615962134
489,121155,Mercure Oxford Eastgate,73 High St,,Oxford,SEE,United Kingdom,OX14BE,64,Buckinghamshire and Oxfordshire,Oxford Area,175301.0,Forte,Upper Midscale Class,Suburban,Mercure,200704.0,441865248332.0,51.752055,-1.249332,"(51.752055, -1.249332)","[54180, 17.780128013408824]",54180,17.780128013408824
490,234109,River Hotel,17 Botley Rd,,Oxford,SEE,United Kingdom,OX2 0AA,20,Buckinghamshire and Oxfordshire,Oxford Area,200806.0,Independent,Upscale Class,Urban,Independent,200806.0,441865243475.0,51.752397,-1.272137,"(51.752397, -1.272137)","[54180, 18.715440072337667]",54180,18.715440072337667
491,241114,The Porterhouse Grill & Rooms,68 Mill St,,Oxford,SEE,United Kingdom,OX2 0AL,7,Buckinghamshire and Oxfordshire,Oxford Area,,Independent,Upscale Class,Small Metro/Town,Independent,,441865248546.0,51.751719,-1.271191,"(51.751719, -1.271191)","[54180, 18.688318014809294]",54180,18.688318014809294
