,STR Number,Hotel Name,Address 1,Address 2,City,State,Country,Postal Code,Rooms,Market,Sub-Market,Open Date,Original Affiliation,Class,Location,Affiliation,Year/Month Affiliated,Telephone,Latitude,Longitude,coordinates,nearBeach,BeachID,distance
1452,126685,Holiday Inn Express Exeter M5 Junction 29,Guardian Rd,Exeter Business Park,Exeter,SWE,United Kingdom,EX1 3PE,149,Channel Islands/Cornwall/Devon,Exeter,199706.0,Independent,Upper Midscale Class,Suburban,Holiday Inn Express,202006.0,448719021611.0,50.726222,-3.470887,"(50.726222, -3.470887)","[3516, 7.464787796413184]",3516,7.464787796413184
1453,120378,Gipsy Hill Hotel,Gipsy Hill Ln,,Exeter,SWE,United Kingdom,EX1 3RJ,37,Channel Islands/Cornwall/Devon,Exeter,194601.0,Independent,Upper Midscale Class,Interstate,Independent,200911.0,441392465252.0,50.732428,-3.464859,"(50.732428, -3.464859)","[3516, 7.802775285890452]",3516,7.802775285890452
1454,136040,Hotel du Vin Exeter,Magdalen St,,Exeter,SWE,United Kingdom,EX2 4HY,59,Channel Islands/Cornwall/Devon,Exeter,200101.0,Independent,Upper Upscale Class,Suburban,Hotel du Vin,202007.0,441392790120.0,50.720034,-3.526673,"(50.720034, -3.526673)","[3516, 8.175701375906472]",3516,8.175701375906472
1455,123768,Premier Inn Exeter Countess Wear,398 Topsham Rd,,Exeter,SWE,United Kingdom,EX2 6HE,44,Channel Islands/Cornwall/Devon,Exeter,193501.0,Premier Inn,Economy Class,Urban,Premier Inn,202007.0,448715278386.0,50.700359,-3.494456,"(50.700359, -3.494456)","[3516, 6.263380923927714]",3516,6.263380923927714
1456,127027,Travelodge Exeter M5 Hotel,Sidmouth Rd,M5,Exeter,SWE,United Kingdom,EX2 7HF,102,Channel Islands/Cornwall/Devon,Exeter,198601.0,"Travelodge, UK",Economy Class,Interstate,"Travelodge, UK",202007.0,448719846228.0,50.714303,-3.464407,"(50.714303, -3.464407)","[3516, 6.594062113691481]",3516,6.594062113691481
1457,243262,Blue Ball Inn,Sandygate,,Exeter,SWE,United Kingdom,EX2 7JN,4,Channel Islands/Cornwall/Devon,Exeter,,Independent,Upscale Class,Small Metro/Town,Independent,,441392873401.0,50.708665,-3.464015,"(50.708665, -3.464015)","[3516, 6.218132148594257]",3516,6.218132148594257
1458,152059,St Andrews Hotel,28 Alphinton Rd,,Exeter,SWE,United Kingdom,EX2 8HN,25,Channel Islands/Cornwall/Devon,Exeter,,Independent,Midscale Class,Urban,Independent,,441392276784.0,50.713213,-3.537157,"(50.713213, -3.537157)","[3516, 8.080603587485662]",3516,8.080603587485662
1459,157316,The Devon Hotel,Old Matford Ln,,Exeter,SWE,United Kingdom,EX2 8XU,60,Channel Islands/Cornwall/Devon,Exeter,195501.0,Independent,Upper Midscale Class,Small Metro/Town,Brend Hotels,197706.0,441392259268.0,50.691999,-3.517858,"(50.691999, -3.517858)","[3516, 6.420092615698266]",3516,6.420092615698266
1460,242988,Salutation Inn,68 Fore St,,Exeter,SWE,United Kingdom,EX3 0HL,6,Channel Islands/Cornwall/Devon,Exeter,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441392873060.0,50.683383,-3.465623,"(50.683383, -3.465623)","[3516, 4.624271290340123]",3516,4.624271290340123
1461,242456,The Globe,34 Fore St,Topsham,Exeter,SWE,United Kingdom,EX3 0HR,19,Channel Islands/Cornwall/Devon,Exeter,179001.0,St Austell Brewery,Economy Class,Small Metro/Town,St Austell Brewery,179001.0,441392873471.0,50.6821,-3.465072,"(50.6821, -3.465072)","[3516, 4.5340751148881955]",3516,4.534075114888196
1462,174180,Cedar Lodge Hotel,41 Okehampton Rd,,Exeter,SWE,United Kingdom,EX4 1EH,12,Channel Islands/Cornwall/Devon,Exeter,200201.0,Independent,Midscale Class,Suburban,Independent,200201.0,441392413101.0,50.71958,-3.543678,"(50.71958, -3.543678)","[3516, 8.601478770787747]",3516,8.601478770787747
1463,152058,No.18 Apartments,18 Mary Arches St,,Exeter,SWE,United Kingdom,EX4 3AZ,7,Channel Islands/Cornwall/Devon,Exeter,,Independent,Upper Midscale Class,Urban,Independent,,441392217736.0,50.722313,-3.535059,"(50.722313, -3.535059)","[3516, 8.518325010499462]",3516,8.518325010499462
1464,117619,Mercure Exeter Rougemont,Queen St,,Exeter,SWE,United Kingdom,EX4 3SP,98,Channel Islands/Cornwall/Devon,Exeter,187601.0,Thistle,Upper Midscale Class,Urban,Mercure,202005.0,448713769018.0,50.725386,-3.533846,"(50.725386, -3.533846)","[3516, 8.658850750437592]",3516,8.658850750437592
1465,196282,Premier Inn Exeter Central St David's,Bonhay Rd,,Exeter,SWE,United Kingdom,EX4 4BG,102,Channel Islands/Cornwall/Devon,Exeter,201103.0,Premier Inn,Economy Class,Urban,Premier Inn,202012.0,448715279278.0,50.729243,-3.541857,"(50.729243, -3.541857)","[3516, 9.080168309198491]",3516,9.080168309198491
1466,157325,The Clock Tower Hotel,16 New North Rd,,Exeter,SWE,United Kingdom,EX4 4HF,18,Channel Islands/Cornwall/Devon,Exeter,,Independent,Midscale Class,Small Metro/Town,Independent,,441392424545.0,50.727707,-3.534447,"(50.727707, -3.534447)","[3516, 8.805013907921891]",3516,8.805013907921891
1467,152057,The Queen's Court Hotel,6 Bystock Ter,,Exeter,SWE,United Kingdom,EX4 4HY,19,Channel Islands/Cornwall/Devon,Exeter,,Independent,Upscale Class,Urban,Independent,,441392272709.0,50.726963,-3.536799,"(50.726963, -3.536799)","[3516, 8.822645484080237]",3516,8.822645484080237
1468,242457,SilverSprings,12 Richmond Ter,St Davids,Exeter,SWE,United Kingdom,EX4 4JA,5,Channel Islands/Cornwall/Devon,Exeter,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441392494040.0,50.726405,-3.536579,"(50.726405, -3.536579)","[3516, 8.785741922434202]",3516,8.785741922434202
1469,243412,Bendene Townhouse,15 Richmond Ter,St Davids,Exeter,SWE,United Kingdom,EX4 4JA,16,Channel Islands/Cornwall/Devon,Exeter,,Independent,Upscale Class,Small Metro/Town,Independent,,441392213526.0,50.72627,-3.536794,"(50.72627, -3.536794)","[3516, 8.7836954131091]",3516,8.7836954131091
1470,115530,Great Western Hotel,St David's Hl,,Exeter,SWE,United Kingdom,EX4 4NU,35,Channel Islands/Cornwall/Devon,Exeter,184801.0,Independent,Midscale Class,Urban,Independent,184801.0,441392274039.0,50.730446,-3.542342,"(50.730446, -3.542342)","[3516, 9.159776422346747]",3516,9.159776422346749
1471,255945,Holiday Inn Express Exeter City Centre,Tudor Ct,,Exeter,SWE,United Kingdom,EX43FL,103,Channel Islands/Cornwall/Devon,Exeter,201905.0,Holiday Inn Express,Upper Midscale Class,Small Metro/Town,Holiday Inn Express,201905.0,448719021590.0,50.719558,-3.537399,"(50.719558, -3.537399)","[3516, 8.428758314848597]",3516,8.428758314848597
1798,159139,Hunday Manor Country House Hotel,Distington,,Workington,NEW,United Kingdom,CA14 4JF,27,Cumbria,Cumbria Regional,196901.0,Independent,Upscale Class,Suburban,Independent,196901.0,44190061798.0,54.621685,-3.511296,"(54.621685, -3.511296)","[3126, 2.3413096707857717]",3126,2.341309670785772
1800,239570,Golden Lion Hotel,Senhouse St,,Maryport,NEW,United Kingdom,CA15 6AB,16,Cumbria,Cumbria Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441900819715.0,54.714753,-3.49983,"(54.714753, -3.49983)","[3645, 0.11257081822285686]",3645,0.1125708182228568
1801,239571,Waverley Hotel,57 Curzon St,,Maryport,NEW,United Kingdom,CA15 6LW,20,Cumbria,Cumbria Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441900812115.0,54.712763,-3.495998,"(54.712763, -3.495998)","[3645, 0.31788695080630874]",3645,0.3178869508063087
1804,239879,Ellenbank Hotel,A596,,Maryport,NEW,United Kingdom,CA15 6RE,26,Cumbria,Cumbria Regional,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441900815233.0,54.720336,-3.475483,"(54.720336, -3.475483)","[3645, 1.090360400544909]",3645,1.090360400544909
1805,239426,Old Mill Inn,"Row Beck, Row Brow",,Maryport,NEW,United Kingdom,CA15 7JP,9,Cumbria,Cumbria Regional,,Independent,Upscale Class,Small Metro/Town,Independent,,441900813148.0,54.710311,-3.434628,"(54.710311, -3.434628)","[3645, 2.7066817472854994]",3645,2.7066817472855
1888,246354,Railway Station Hotel,Station Rd,,Isle Of Man,ISL,United Kingdom,IM9 5LF,4,Cumbria,Cumbria Regional,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441624832494.0,54.080424,-4.742561,"(54.080424, -4.742561)","[3646, 0.3601435408055074]",3646,0.3601435408055074
1982,191782,The Patterdale Hotel,Patterdale,,Penrith,NEW,United Kingdom,CA11 0NN,63,Cumbria,Lake District,,Independent,Luxury Class,Suburban,Independent,,441768482231.0,54.534563,-2.935824,"(54.534563, -2.935824)","[3514, 24.035295857990924]",3514,24.035295857990924
1983,239940,White Lion Inn,Patterdale St,,Penrith,NEW,United Kingdom,CA11 0NW,7,Cumbria,Lake District,180001.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,180001.0,441768482214.0,54.534547,-2.933829,"(54.534547, -2.933829)","[3514, 24.105781209587537]",3514,24.105781209587537
2024,239354,Mary Mount Hotel,Barrowdale Valley,,Keswick,NEW,United Kingdom,CA12 5UU,29,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,441768777223.0,54.562287,-3.136828,"(54.562287, -3.136828)","[3126, 17.620615189119814]",3126,17.620615189119814
2025,118991,Lodore Falls Hotel,Regent St,Borrowdale,Keswick,NEW,United Kingdom,CA12 5UX,87,Cumbria,Lake District,187001.0,Independent,Upscale Class,Suburban,Independent,200404.0,441768777285.0,54.559833,-3.139163,"(54.559833, -3.139163)","[3126, 17.564437177507745]",3126,17.564437177507745
2026,221950,Borrowdale Hotel,B5289 St,,Keswick,NEW,United Kingdom,CA12 5UY,40,Cumbria,Lake District,186606.0,Independent,Luxury Class,Small Metro/Town,Independent,186606.0,441768777224.0,54.55356,-3.143929,"(54.55356, -3.143929)","[3126, 17.476535482580424]",3126,17.476535482580424
2036,239543,Kirkstile Inn,Loweswater,,Cockermouth,NEW,United Kingdom,CA13 0RU,11,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,44190085219.0,54.576105,-3.330039,"(54.576105, -3.330039)","[3126, 9.867628175881817]",3126,9.867628175881816
2045,239294,Embleton Spa Hotel,Embleton,,Cockermouth,NEW,United Kingdom,CA13 9XU,14,Cumbria,Lake District,198901.0,Independent,Upscale Class,Small Metro/Town,Independent,198901.0,441768776606.0,54.662901,-3.28192,"(54.662901, -3.28192)","[3645, 9.513692072544133]",3645,9.513692072544131
2047,225311,Pennington Hotel Ravenglass,Main St,,Ravenglass,NEW,United Kingdom,CA18 1SQ,24,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,202104.0,441229717222.0,54.355551,-3.410532,"(54.355551, -3.410532)","[3514, 2.524130114519944]",3514,2.524130114519944
2048,240025,Inn at Ravenglass,Main St,,Ravenglass,NEW,United Kingdom,CA18 1SQ,7,Cumbria,Lake District,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441229717230.0,54.355156,-3.410513,"(54.355156, -3.410513)","[3514, 2.5379235345166378]",3514,2.5379235345166378
2049,239434,Irton Hall,Irton Hall,,Holmrook,NEW,United Kingdom,CA19 1TA,15,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,441946726025.0,54.392808,-3.380038,"(54.392808, -3.380038)","[3514, 3.708536289915708]",3514,3.708536289915708
2050,239432,Bower House Inn,Eskdale,,Holmrook,NEW,United Kingdom,CA19 1TD,20,Cumbria,Lake District,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441946723244.0,54.390438,-3.339402,"(54.390438, -3.339402)","[3514, 5.222444402731573]",3514,5.222444402731573
2051,239431,Boot Inn,Hardknott Pass,,Holmrook,NEW,United Kingdom,CA19 1TG,7,Cumbria,Lake District,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441946723711.0,54.398348,-3.270152,"(54.398348, -3.270152)","[3514, 8.060045198243289]",3514,8.060045198243289
2052,239433,Brook House Inn,Hardknott Pass,,Holmrook,NEW,United Kingdom,CA19 1TG,8,Cumbria,Lake District,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441946723288.0,54.396288,-3.271206,"(54.396288, -3.271206)","[3514, 7.988908026626525]",3514,7.988908026626525
2053,239435,Woolpack Inn,Hardknott Pass,,Holmrook,NEW,United Kingdom,CA19 1TH,7,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,441946723230.0,54.397973,-3.248634,"(54.397973, -3.248634)","[3514, 8.902068398492927]",3514,8.902068398492927
2054,240008,King George IV Inn,Eskdale Green,,Holmrook,NEW,United Kingdom,CA19 1TS,2,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,441946723470.0,54.386656,-3.312364,"(54.386656, -3.312364)","[3514, 6.241333451751081]",3514,6.241333451751081
2055,176288,Lutwidge Arms Hotel,Kingsway N,,Holmrook,NEW,United Kingdom,CA19 1UH,15,Cumbria,Lake District,,Independent,Upper Midscale Class,Suburban,Independent,,441946724230.0,54.386133,-3.419734,"(54.386133, -3.419734)","[3514, 2.060415796285274]",3514,2.060415796285274
2056,239465,Bridge Inn,Whitecroft,,Holmrook,NEW,United Kingdom,CA19 1UX,16,Cumbria,Lake District,,Jennings,Economy Class,Small Metro/Town,Jennings,,441946726221.0,54.402364,-3.372471,"(54.402364, -3.372471)","[3514, 4.264825867700692]",3514,4.264825867700692
2057,239466,Victoria Hotel,Station Rd,Drigg,Holmrook,NEW,United Kingdom,CA19 1XQ,6,Cumbria,Lake District,188501.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,188501.0,441946724231.0,54.377136,-3.443825,"(54.377136, -3.443825)","[3514, 0.9251197078848369]",3514,0.9251197078848368
2140,239789,Brimstone at Langdale,Great Langdale,Elterwater,Ambleside,NEW,United Kingdom,LA22 9JD,16,Cumbria,Lake District,201301.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,201301.0,441539438062.0,54.437133,-3.04045,"(54.437133, -3.04045)","[3514, 17.666852900808912]",3514,17.666852900808912
2141,221498,New Dungeon Ghyll Hotel,Great Langdale,,Ambleside,NEW,United Kingdom,LA22 9JX,22,Cumbria,Lake District,186201.0,Independent,Upscale Class,Small Metro/Town,Independent,186201.0,441539437213.0,54.448917,-3.088519,"(54.448917, -3.088519)","[3514, 16.04843334750582]",3514,16.04843334750582
2142,239507,Old Dungeon Ghyll Hotel,Great Langdale,,Ambleside,NEW,United Kingdom,LA22 9JY,12,Cumbria,Lake District,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441539437272.0,54.445424,-3.102964,"(54.445424, -3.102964)","[3514, 15.421207070584801]",3514,15.4212070705848
2146,239455,Lancrigg Restaurant With Rooms,Easedale Rd,,Ambleside,NEW,United Kingdom,LA22 9NQ,10,Cumbria,Lake District,198501.0,Independent,Upscale Class,Small Metro/Town,Independent,198501.0,441539435317.0,54.467371,-3.034914,"(54.467371, -3.034914)","[3514, 18.50561881291214]",3514,18.50561881291214
2148,126258,Grand @ Grasmere,Red Bank Rd,,Ambleside,NEW,United Kingdom,LA22 9PU,76,Cumbria,Lake District,,Independent,Luxury Class,Suburban,Independent,,441539435486.0,54.456795,-3.027089,"(54.456795, -3.027089)","[3514, 18.561566528321432]",3514,18.561566528321432
2149,174074,The Forest Side Hotel,Grasmere,,Ambleside,NEW,United Kingdom,LA22 9RN,20,Cumbria,Lake District,,Independent,Luxury Class,Suburban,Independent,,441539435250.0,54.463754,-3.01574,"(54.463754, -3.01574)","[3514, 19.146305680936184]",3514,19.146305680936184
2150,239456,Traveller's Rest,Ambleside Rd,,Ambleside,NEW,United Kingdom,LA22 9RR,9,Cumbria,Lake District,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441539435604.0,54.471272,-3.025549,"(54.471272, -3.025549)","[3514, 18.952567507246243]",3514,18.952567507246243
2151,239453,Bridge House Hotel,Stock Ln,,Ambleside,NEW,United Kingdom,LA22 9SN,18,Cumbria,Lake District,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441539435425.0,54.456941,-3.022273,"(54.456941, -3.022273)","[3514, 18.748724456715575]",3514,18.74872445671557
2152,240550,Heidi's Grasmere Lodge,Red Lion Sq,,Ambleside,NEW,United Kingdom,LA22 9SP,16,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,441539435248.0,54.45885,-3.02505,"(54.45885, -3.02505)","[3514, 18.683673088230844]",3514,18.683673088230844
2153,114004,The Inn @ Grasmere,Red Lion Sq,,Ambleside,NEW,United Kingdom,LA22 9SS,49,Cumbria,Lake District,182001.0,Best Western,Upscale Class,Urban,Independent,201610.0,441539435456.0,54.458814,-3.024634,"(54.458814, -3.024634)","[3514, 18.698751721035226]",3514,18.698751721035222
2154,239452,Little Inn at Grasmere,Red Lion Sq,,Ambleside,NEW,United Kingdom,LA22 9SS,8,Cumbria,Lake District,,Independent,Upscale Class,Small Metro/Town,Independent,,441539435224.0,54.458005,-3.025419,"(54.458005, -3.025419)","[3514, 18.65129898936371]",3514,18.65129898936371
2155,126257,Wordsworth Hotel,Grasmere,,Ambleside,NEW,United Kingdom,LA22 9SW,39,Cumbria,Lake District,198101.0,Independent,Economy Class,Suburban,Robert Parker Collection,201507.0,441539435592.0,54.458527,-3.023331,"(54.458527, -3.023331)","[3514, 18.742235634763144]",3514,18.742235634763144
2156,174463,Moss Grove Organic,Ambleside,English Lake District,Ambleside,NEW,United Kingdom,LA22 9SW,11,Cumbria,Lake District,,Independent,Upper Upscale Class,Suburban,Independent,,,54.458749,-3.024004,"(54.458749, -3.024004)","[3514, 18.72136597992953]",3514,18.72136597992953
2157,239454,Tweedies Bar & Lodge,Red Bank Rd,,Ambleside,NEW,United Kingdom,LA22 9SW,16,Cumbria,Lake District,,Independent,Upper Upscale Class,Small Metro/Town,Independent,,441539435300.0,54.458046,-3.025712,"(54.458046, -3.025712)","[3514, 18.64100355606987]",3514,18.64100355606987
2158,152145,The Grasmere Hotel,Broadgate,,Ambleside,NEW,United Kingdom,LA22 9TA,12,Cumbria,Lake District,,Independent,Upscale Class,Urban,Independent,,441539435277.0,54.460569,-3.022607,"(54.460569, -3.022607)","[3514, 18.81436685814079]",3514,18.81436685814079
2159,224935,Victorian House Hotel,Broadgate,Grasmere Village,Ambleside,NEW,United Kingdom,LA22 9TA,19,Cumbria,Lake District,192006.0,Independent,Upscale Class,Small Metro/Town,Independent,202003.0,441539435217.0,54.460527,-3.022913,"(54.460527, -3.022913)","[3514, 18.801792830810793]",3514,18.801792830810797
2218,256286,Z Hotel Bath,7 Saw Clos,,Bath,WMI,United Kingdom,BA1 1EY,149,Dorset and Somerset,Bath,201809.0,Z,Economy Class,Small Metro/Town,Z,201809.0,441225613160.0,51.381828,-2.362148,"(51.381828, -2.362148)","[3764, 17.964322945985174]",3764,17.964322945985174
2219,151516,Harington's City Hotel,8 Queen St,,Bath,WMI,United Kingdom,BA1 1HE,13,Dorset and Somerset,Bath,,Independent,Upper Upscale Class,Urban,Independent,,441225461728.0,51.382977,-2.362136,"(51.382977, -2.362136)","[3764, 17.910438886476463]",3764,17.910438886476463
2220,270953,eight,3 North Parade Passage,,Bath,WMI,United Kingdom,BA1 1NX,8,Dorset and Somerset,Bath,,Independent,Upscale Class,Urban,Independent,,441225724111.0,51.380748,-2.35842,"(51.380748, -2.35842)","[3764, 18.1326839326677]",3764,18.1326839326677
2221,172425,SACO Bath,37 James St W,,Bath,WMI,United Kingdom,BA1 1UH,52,Dorset and Somerset,Bath,200606.0,SACO,Upscale Class,Urban,SACO,200606.0,441225486540.0,51.379302,-2.360743,"(51.379302, -2.360743)","[3764, 18.128189471378448]",3764,18.128189471378448
2222,243068,Griffin Inn,Beauford Sq,,Bath,WMI,United Kingdom,BA1 2AP,8,Dorset and Somerset,Bath,175301.0,Independent,Upscale Class,Small Metro/Town,Independent,175301.0,441225420919.0,51.382208,-2.363933,"(51.382208, -2.363933)","[3764, 17.89026887637854]",3764,17.89026887637854
2223,220516,Apex City Of Bath,James Street W,,Bath,WMI,United Kingdom,BA1 2BT,177,Dorset and Somerset,Bath,201708.0,Apex,Upper Upscale Class,Urban,Apex,202007.0,441225418500.0,51.381592,-2.365324,"(51.381592, -2.365324)","[3764, 17.875964559741657]",3764,17.875964559741657
2224,211904,Premier Inn Bath City Centre,4 James Street West,,Bath,WMI,United Kingdom,BA1 2BX,107,Dorset and Somerset,Bath,201312.0,Premier Inn,Economy Class,Urban,Premier Inn,202007.0,448715279454.0,51.380741,-2.364313,"(51.380741, -2.364313)","[3764, 17.948082162322496]",3764,17.948082162322496
2225,243172,Halcyon Apartments,15A George St,,Bath,WMI,United Kingdom,BA1 2EN,10,Dorset and Somerset,Bath,201401.0,Independent,Upper Midscale Class,Small Metro/Town,Independent,201401.0,441225444100.0,51.384911,-2.362723,"(51.384911, -2.362723)","[3764, 17.800939229870636]",3764,17.800939229870636
2226,125915,Francis Hotel Bath-MGallery by Sofitel,Queen Sq,,Bath,WMI,United Kingdom,BA1 2HH,98,Dorset and Somerset,Bath,,Independent,Upper Upscale Class,Small Metro/Town,MGallery by Sofitel,202103.0,441225424105.0,51.382879,-2.363592,"(51.382879, -2.363592)","[3764, 17.869216878062666]",3764,17.869216878062666
2227,172433,Brooks Guest House Bath,1 Crescent Gdns,Upper Bristol Road,Bath,WMI,United Kingdom,BA1 2NA,22,Dorset and Somerset,Bath,200701.0,Independent,Upper Midscale Class,Urban,Independent,200701.0,441225425543.0,51.384142,-2.371131,"(51.384142, -2.371131)","[3764, 17.573114571899467]",3764,17.573114571899467
2232,125731,Lansdown Grove Hotel,Lansdown Rd,,Bath,WMI,United Kingdom,BA1 5EH,61,Dorset and Somerset,Bath,188801.0,Independent,Upscale Class,Small Metro/Town,Independent,202012.0,441225483888.0,51.390792,-2.363935,"(51.390792, -2.363935)","[3764, 17.488646213119008]",3764,17.488646213119008
2233,263022,Broad Street Townhouse,32 Broad St,,Bath,WMI,United Kingdom,BA1 5LP,11,Dorset and Somerset,Bath,201907.0,Independent,Upper Upscale Class,Small Metro/Town,Independent,201907.0,441225485760.0,51.384285,-2.360149,"(51.384285, -2.360149)","[3764, 17.91185302396367]",3764,17.91185302396367
2234,175361,Old Mill Hotel & Lodge,Tollbridge Rd,Batheaston,Bath,WMI,United Kingdom,BA1 7DE,35,Dorset and Somerset,Bath,,Independent,Upscale Class,Suburban,Independent,,441225858476.0,51.401816,-2.32564,"(51.401816, -2.32564)","[3764, 18.28474645545612]",3764,18.28474645545612
2235,128572,OYO Bailbrook Lodge,35-37 London Rd W,,Bath,WMI,United Kingdom,BA1 7HZ,15,Dorset and Somerset,Bath,,Independent,Economy Class,Suburban,OYO,201911.0,441225859090.0,51.399224,-2.336088,"(51.399224, -2.336088)","[3764, 18.03529033226442]",3764,18.03529033226442
2236,148685,Hand Picked Bailbrook House Hotel,1 Eveleigh Ave,,Bath,WMI,United Kingdom,BA1 7JD,94,Dorset and Somerset,Bath,200206.0,Independent,Upper Upscale Class,Suburban,Hand Picked,202007.0,441225855100.0,51.40124,-2.334388,"(51.40124, -2.334388)","[3764, 18.00795941805069]",3764,18.00795941805069
2237,279759,Charlcombe Inn,Landsown Ln,Charlcombe,Bath,WMI,United Kingdom,BA1 9BT,10,Dorset and Somerset,Bath,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441225421995.0,51.415701,-2.395411,"(51.415701, -2.395411)","[3764, 15.33401033976893]",3764,15.33401033976893
2238,274418,The Black Fox,47 St James Para,,Bath,WMI,United Kingdom,BA11UL,9,Dorset and Somerset,Bath,,Independent,Upper Midscale Class,Urban,Independent,,441225442365.0,51.379898,-2.361432,"(51.379898, -2.361432)","[3764, 18.078292878637882]",3764,18.07829287863788
2241,151506,Oldfields Hotel,102 Wells Rd,,Bath,WMI,United Kingdom,BA2 3AL,16,Dorset and Somerset,Bath,,Independent,Upscale Class,Urban,Independent,,441225317984.0,51.375733,-2.368877,"(51.375733, -2.368877)","[3764, 18.04819202618542]",3764,18.04819202618542
2242,243069,The Bear,6 Wellsway,,Bath,SWE,United Kingdom,BA2 3AQ,8,Dorset and Somerset,Bath,,Independent,Upper Midscale Class,Small Metro/Town,Independent,,441225425795.0,51.3739,-2.366803,"(51.3739, -2.366803)","[3764, 18.20093746400885]",3764,18.20093746400885
2243,151509,Grays Bath,9 Upper Oldfield Park,,Bath,SWE,United Kingdom,BA2 3JX,12,Dorset and Somerset,Bath,,Independent,Upper Upscale Class,Urban,Independent,,441225403020.0,51.375212,-2.370145,"(51.375212, -2.370145)","[3764, 18.03487353003205]",3764,18.03487353003205
2244,151510,Dorian House Hotel,1 Upper Oldfield Park,,Bath,SWE,United Kingdom,BA2 3JX,11,Dorset and Somerset,Bath,,Independent,Upper Upscale Class,Urban,Independent,,441225426336.0,51.37535,-2.369225,"(51.37535, -2.369225)","[3764, 18.0562169431232]",3764,18.0562169431232
2245,134576,Holiday Inn Express Bath,Lower Bristol Rd,Brougham Hayes,Bath,WMI,United Kingdom,BA2 3QU,145,Dorset and Somerset,Bath,200205.0,Holiday Inn Express,Upper Midscale Class,Suburban,Holiday Inn Express,202006.0,448719021601.0,51.380475,-2.373626,"(51.380475, -2.373626)","[3764, 17.67218714726001]",3764,17.67218714726001
2246,125759,Hotel Indigo Bath,4 South Para,,Bath,WMI,United Kingdom,BA2 4AA,166,Dorset and Somerset,Bath,,Independent,Upper Upscale Class,Small Metro/Town,Hotel Indigo,202009.0,441225460441.0,51.380146,-2.35648,"(51.380146, -2.35648)","[3764, 18.22224573317036]",3764,18.22224573317036
2247,161590,Parade Park Town House,8 North Para,,Bath,WMI,United Kingdom,BA2 4AL,33,Dorset and Somerset,Bath,,Independent,Upper Midscale Class,Airport,Independent,,441225463384.0,51.380576,-2.356885,"(51.380576, -2.356885)","[3764, 18.189218983057803]",3764,18.189218983057803
2248,140105,The Windsor Townhouse,69 Great Pulteney St,,Bath,WMI,United Kingdom,BA2 4DL,15,Dorset and Somerset,Bath,,Independent,Upper Midscale Class,Urban,Independent,,441225422100.0,51.383966,-2.354957,"(51.383966, -2.354957)","[3764, 18.09202728559804]",3764,18.09202728559804
2249,151437,Dukes Hotel,53 Great Pulteney St,,Bath,WMI,United Kingdom,BA2 4DN,17,Dorset and Somerset,Bath,191906.0,Independent,Upper Upscale Class,Urban,Independent,191906.0,441225787960.0,51.384307,-2.353987,"(51.384307, -2.353987)","[3764, 18.107245022344795]",3764,18.107245022344795
2250,172432,The Edgar Townhouse,64 Great Pulteney St,,Bath,WMI,United Kingdom,BA2 4DN,21,Dorset and Somerset,Bath,,Independent,Midscale Class,Urban,Independent,,441225420619.0,51.38423,-2.354193,"(51.38423, -2.354193)","[3764, 18.104215887632673]",3764,18.104215887632677
2251,140109,The Ayrlington Hotel,24 Pulteney Rd,,Bath,SWE,United Kingdom,BA2 4EZ,17,Dorset and Somerset,Bath,,Independent,Upper Upscale Class,Urban,Independent,,441225425495.0,51.382788,-2.351826,"(51.382788, -2.351826)","[3764, 18.246753073038054]",3764,18.24675307303805
2252,172436,Pulteney House,14 Pulteney Rd,,Bath,WMI,United Kingdom,BA2 4HA,17,Dorset and Somerset,Bath,,Independent,Upper Midscale Class,Urban,Independent,,441225460991.0,51.382232,-2.350816,"(51.382232, -2.350816)","[3764, 18.30482735015803]",3764,18.30482735015803
